,Body type,Number of previous owners,Seats,city,kilometer driven,price,Car model,Year of car manufacture,Length,Fuel type,Width,Color,Brand Name,Insurance Validity_value,Transmission type,Engine Displacement_value(cc)
4049,Hatchback,1,5.0,Delhi,70098,173000.0,Hyundai i10,2010,3585mm,Petrol,1595mm,Silver,Hyundai,Comprehensive,Manual,1197
4050,SUV,1,5.0,Delhi,30498,707000.0,Nissan Magnite,2021,3994mm,Petrol,1758,Black,Nissan,Comprehensive,Manual,999
4051,Sedan,1,5.0,Delhi,33000,819999.9999999999,Honda Amaze,2021,3995mm,Petrol,1695,Grey,Honda,Comprehensive,Automatic,1199
4052,SUV,1,5.0,Delhi,7243,827999.9999999999,Renault Kiger,2021,3991mm,Petrol,1750,Blue,Renault,Third Party,Manual,999
4053,SUV,1,5.0,Delhi,7867,1255000.0,Maruti Brezza,2023,3995,Petrol,1790,Silver,Maruti,Comprehensive,Manual,1462
4054,SUV,2,5.0,Delhi,110000,690000.0,Maruti Vitara Brezza,2018,3995mm,Diesel,1790mm,Others,Maruti,Third Party insurance,Manual,1248
4055,MUV,1,7.0,Delhi,49650,616000.0,Renault Triber,2022,3991mm,Petrol,1739,Orange,Renault,Comprehensive,Manual,999
4056,SUV,1,6.0,Delhi,5301,2099000.0,Tata New Safari,2022,4661mm,Diesel,1894mm,Blue,Tata,Comprehensive,Manual,1956
4057,SUV,1,5.0,Delhi,21366,800000.0,Hyundai Venue,2019,3995 mm,Petrol,1770 mm,White,Hyundai,Comprehensive,Manual,998
4058,SUV,1,5.0,Delhi,40099,2450000.0,Jeep Compass,2021,4405mm,Diesel,1818mm,Grey,Jeep,Comprehensive,Automatic,1956
4059,Sedan,1,5.0,Delhi,100000,315000.0,Ford Aspire,2015,3995mm,Diesel,1695mm,Others,Ford,Third Party insurance,Manual,1498
4060,Sedan,1,5.0,Delhi,100000,315000.0,Ford Aspire,2015,3995mm,Diesel,1695mm,Others,Ford,Third Party insurance,Manual,1498
4061,Sedan,1,5.0,Delhi,48000,650000.0,Honda City,2015,4440mm,Petrol,1695mm,White,Honda,Comprehensive,Manual,1497
4062,SUV,1,5.0,Delhi,29000,7800000.0,Mercedes-Benz GLE,2020,4924mm,Diesel,2157mm,White,Mercedes-Benz,Comprehensive,Automatic,1950
4063,Hatchback,1,5.0,Delhi,120000,310000.0,Maruti Wagon R,2017,3599mm,Cng,1495mm,Others,Maruti,Third Party insurance,Manual,998
4064,SUV,1,5.0,Delhi,58000,825000.0,Tata Nexon,2019,3994mm,Petrol,1811mm,Blue,Tata,Third Party insurance,Automatic,1198
4065,Sedan,1,5.0,Delhi,58000,484999.99999999994,Honda Amaze,2016,3990mm,Petrol,1680mm,Red,Honda,Comprehensive,Manual,1198
4066,Sedan,1,5.0,Delhi,50000,350000.0,Honda Amaze,2015,3990mm,Petrol,1680mm,Others,Honda,Third Party insurance,Manual,1198
4067,Sedan,1,5.0,Delhi,32000,795000.0,Honda Amaze,2019,3990mm,Petrol,1680mm,Maroon,Honda,Comprehensive,Automatic,1199
4068,Sedan,1,5.0,Delhi,9900,4090000.0,BMW 3 Series,2020,4709mm,Diesel,1827mm,Orange,BMW,Comprehensive,Automatic,1995
4069,Hatchback,1,5.0,Delhi,3721,470000.0,Maruti Swift,2017,3840mm,Petrol,1735mm,White,Maruti,Third Party,Manual,1197
4070,Hatchback,1,5.0,Delhi,16564,625000.0,Hyundai Grand i10 Nios,2020,3805mm,Petrol,1680,Grey,Hyundai,Comprehensive,Manual,1197
4071,SUV,1,5.0,Delhi,34000,7290000.000000001,BMW X5,2019,4922 mm,Diesel,2218 mm,Blue,BMW,Comprehensive,Automatic,2993
4072,SUV,1,5.0,Delhi,15992,794000.0,Tata Punch,2022,3827mm,Petrol,1742,Silver,Tata,Comprehensive,Manual,1199
4073,Hatchback,1,5.0,Delhi,91380,266000.0,Maruti Alto K10,2015,3545mm,Petrol,1515mm,White,Maruti,Comprehensive,Manual,998
4074,Sedan,1,5.0,Delhi,50000,2390000.0,Mercedes-Benz CLA,2017,4630mm,Petrol,1777 mm,Blue,Mercedes-Benz,Comprehensive,Automatic,1991
4075,Hatchback,2,5.0,Delhi,47231,296000.0,Maruti Alto K10,2017,3530mm,Petrol,1490,Silver,Maruti,Comprehensive,Manual,998
4076,SUV,1,7.0,Delhi,20500,3090000.0,Toyota Fortuner,2018,4795mm,Diesel,1855mm,White,Toyota,Comprehensive,Automatic,2755
4077,SUV,1,5.0,Delhi,89908,607000.0,Maruti Vitara Brezza,2018,3995mm,Diesel,1790mm,Blue,Maruti,Third Party insurance,Manual,1248
4078,SUV,1,5.0,Delhi,60000,4000000.0,Mercedes-Benz GLC,2018,4656mm,Diesel,1890mm,White,Mercedes-Benz,Comprehensive,Automatic,2143
4079,SUV,1,5.0,Delhi,34000,2750000.0,BMW X1,2018,4439mm,Diesel,1821mm,White,BMW,Comprehensive,Automatic,1995
4080,Hatchback,1,5.0,Delhi,30000,740000.0,Toyota Glanza,2022,3990mm,Petrol,1745,Silver,Toyota,Third Party insurance,Manual,1197
4081,Hatchback,1,5.0,Delhi,120000,114999.99999999999,Fiat Punto,2013,3987mm,Diesel,1687mm,Red,Fiat,Third Party insurance,Manual,1248
4082,Hatchback,1,5.0,Delhi,99100,167000.0,Hyundai i10,2010,3585mm,Petrol,1595mm,White,Hyundai,Third Party insurance,Manual,1086
4083,SUV,1,5.0,Delhi,22000,1475000.0,Jeep Compass,2019,4395mm,Petrol,1818mm,Black,Jeep,Comprehensive,Automatic,1368
4084,SUV,1,5.0,Delhi,22120,1995000.0,BMW X1,2017,4439mm,Diesel,1821mm,White,BMW,Third Party,Automatic,1995
4085,SUV,1,7.0,Delhi,30120,1265000.0,Mahindra XUV500,2020,4585mm,Diesel,1890mm,Silver,Mahindra,Comprehensive,Manual,2179
4086,MUV,1,7.0,Delhi,4000,835000.0,Renault Triber,2023,3991mm,Petrol,1739,Silver,Renault,Comprehensive,Automatic,999
4087,SUV,1,5.0,Delhi,14800,1095000.0,Hyundai Venue,2021,3995 mm,Diesel,1770 mm,White,Hyundai,Comprehensive,Manual,1493
4088,Sedan,1,5.0,Delhi,8120,1950000.0,Honda Civic,2020,4656 mm,Petrol,1799 mm,White,Honda,Comprehensive,Automatic,1799
4089,Hatchback,1,5.0,Delhi,54650,309000.0,Hyundai i20,2012,3995mm,Petrol,1710mm,Grey,Hyundai,Comprehensive,Manual,1197
4090,Hatchback,1,5.0,Delhi,99343,204999.99999999997,Hyundai i10,2010,3585mm,Petrol,1595mm,Red,Hyundai,Comprehensive,Manual,1086
4091,SUV,1,5.0,Delhi,22800,1698999.9999999998,Jeep Compass,2020,4395mm,Diesel,1818mm,White,Jeep,Comprehensive,Manual,1956
4092,Hatchback,2,5.0,Delhi,37961,303000.0,Maruti Wagon R,2014,3599mm,Petrol,1495mm,Silver,Maruti,Comprehensive,Manual,998
4093,Hatchback,2,5.0,Delhi,76751,264000.0,Maruti Alto K10,2016,3530mm,Petrol,1490,White,Maruti,Third Party insurance,Manual,998
4095,SUV,1,5.0,Delhi,24788,1541000.0,MG Astor,2021,4323mm,Petrol,1809mm,Red,MG,Comprehensive,Automatic,1349
4096,SUV,2,5.0,Delhi,90000,400000.0,Mitsubishi Outlander,2010,4665 mm,Petrol,1800 mm,Gray,Mitsubishi,Third Party insurance,Automatic,2360
4097,Hatchback,1,5.0,Delhi,70036,308000.0,Maruti Alto K10,2017,3530mm,Petrol,1490,Silver,Maruti,Comprehensive,Manual,998
4098,SUV,2,7.0,Delhi,45500,1000000.0,Mahindra XUV500,2019,4585mm,Diesel,1890mm,Black,Mahindra,Comprehensive,Manual,2179
4099,SUV,1,5.0,Delhi,16000,5700000.0,Audi Q5,2022,4682mm,Petrol,1893mm,Blue,Audi,Comprehensive,Automatic,1984
4100,Hatchback,1,5.0,Delhi,75000,240000.0,Hyundai i20,2012,3940 mm,Petrol,1710 mm,Red,Hyundai,Third Party insurance,Manual,1197
4101,Sedan,1,5.0,Delhi,19000,2450000.0,Mercedes-Benz S-Class,2012,5206mm,Petrol,1872mm,Silver,Mercedes-Benz,Third Party insurance,Automatic,3498
4102,Hatchback,2,5.0,Delhi,40000,1290000.0,Mercedes-Benz A Class,2014,4292mm,Diesel,1780mm,White,Mercedes-Benz,Comprehensive,Automatic,2143
4103,Sedan,1,5.0,Delhi,20000,3250000.0,Jaguar XE,2019,4795mm,Petrol,2075mm,White,Jaguar,Third Party insurance,Automatic,1999
4104,Sedan,2,5.0,Delhi,61000,440000.00000000006,Honda City,2013,4440mm,Petrol,1695mm,Black,Honda,Comprehensive,Automatic,1497
4105,MUV,1,7.0,Delhi,126000,670000.0,Toyota Innova,2013,4585mm,Diesel,1760mm,Silver,Toyota,Third Party insurance,Manual,2494
4106,Sedan,1,5.0,Delhi,30000,800000.0,Maruti Ciaz,2018,4490mm,Petrol,1730mm,Others,Maruti,Third Party insurance,Automatic,1373
4107,MUV,1,7.0,Delhi,77293,921000.0000000001,Maruti Ertiga,2019,4395 mm,Petrol,1735 mm,Silver,Maruti,Third Party insurance,Manual,1462
4108,Sedan,1,5.0,Delhi,110000,310000.0,Maruti Swift Dzire,2013,3995mm,Petrol,1695mm,Grey,Maruti,Third Party insurance,Manual,1197
4109,Hatchback,1,5.0,Delhi,25502,358000.0,Maruti Alto K10,2019,3530mm,Petrol,1490,Silver,Maruti,Comprehensive,Manual,998
4110,Hatchback,1,5.0,Delhi,57120,390000.0,Maruti Celerio,2016,3695mm,Petrol,1655,Silver,Maruti,Comprehensive,Automatic,998
4111,MUV,1,8.0,Delhi,97000,1350000.0,Toyota Innova Crysta,2016,4735mm,Diesel,1830mm,Grey,Toyota,Comprehensive,Automatic,2755
4112,Hatchback,1,5.0,Delhi,51868,345000.0,Maruti Wagon R,2017,3599mm,Petrol,1495mm,White,Maruti,Third Party,Manual,998
4113,Hatchback,1,5.0,Delhi,52725,208000.0,Hyundai i10,2010,3585mm,Petrol,1595mm,Yellow,Hyundai,Comprehensive,Manual,1197
4114,Hatchback,1,5.0,Delhi,50000,320000.0,Maruti Swift,2014,3840mm,Diesel,1735mm,Others,Maruti,Third Party insurance,Manual,1248
4115,Hatchback,1,5.0,Delhi,84929,210000.0,Hyundai i10,2012,3585mm,Petrol,1595mm,Silver,Hyundai,Comprehensive,Manual,1197
4116,SUV,1,5.0,Delhi,42000,675000.0,Honda WR-V,2017,3999mm,Petrol,1734mm,White,Honda,Third Party insurance,Manual,1199
4117,MUV,1,6.0,Delhi,21515,1100000.0,Maruti XL6,2019,4445mm,Petrol,1775,Silver,Maruti,Comprehensive,Automatic,1462
4118,Sedan,2,5.0,Delhi,50000,1200000.0,Audi A6,2015,4915mm,Diesel,2086mm,Others,Audi,Third Party insurance,Automatic,1968
4119,SUV,1,5.0,Delhi,42000,5200000.0,Mercedes-Benz GLC,2020,4658mm,Petrol,1890mm,Blue,Mercedes-Benz,Comprehensive,Automatic,1991
4120,Hatchback,1,5.0,Delhi,53000,440000.00000000006,Tata Tiago,2019,3746mm,Petrol,1647mm,Grey,Tata,Comprehensive,Manual,1199
4121,Hatchback,1,5.0,Delhi,71000,385000.0,Maruti Celerio,2016,3715mm,Petrol,1635mm,White,Maruti,Third Party insurance,Automatic,998
4122,Sedan,1,5.0,Delhi,48000,720000.0,Honda Amaze,2019,3990mm,Petrol,1680mm,Silver,Honda,Comprehensive,Automatic,1199
4123,Hatchback,1,5.0,Delhi,56000,540000.0,Maruti Baleno,2018,3995mm,Petrol,1745mm,White,Maruti,Comprehensive,Manual,1197
4124,SUV,1,5.0,Delhi,60000,825000.0,Maruti Vitara Brezza,2018,3995mm,Diesel,1790mm,Others,Maruti,Third Party insurance,Manual,1248
4125,Hatchback,1,5.0,Delhi,50000,720000.0,Tata Altroz,2021,3990mm,Petrol,1755,Others,Tata,Third Party insurance,Manual,1199
4126,Hatchback,1,5.0,Delhi,120000,229999.99999999997,Maruti Wagon R,2016,3599mm,Cng,1495mm,White,Maruti,Third Party insurance,Manual,998
4127,Hatchback,2,5.0,Delhi,50000,200000.0,Maruti Ritz,2011,3775mm,Petrol,1680mm,Others,Maruti,Third Party insurance,Manual,1197
4128,MUV,1,7.0,Delhi,30000,1160000.0,Maruti Ertiga,2022,4395mm,Cng,1735,Gray,Maruti,Third Party insurance,Manual,1462
4129,Hatchback,1,5.0,Delhi,3819,723000.0,Maruti Swift,2023,3845mm,Petrol,1735,White,Maruti,Third Party,Manual,1197
4130,Hatchback,1,5.0,Delhi,7825,806000.0,Hyundai i20,2020,3995,Petrol,1775,White,Hyundai,Zero Dep,Automatic,1197
4131,Sedan,2,5.0,Delhi,70000,700000.0,Honda City,2016,4440mm,Petrol,1695mm,Gray,Honda,Third Party insurance,Manual,1497
4132,Hatchback,1,5.0,Delhi,27436,507000.0,Maruti Celerio,2019,3695mm,Petrol,1600mm,Silver,Maruti,Zero Dep,Automatic,998
4133,MUV,1,7.0,Delhi,40673,499000.0,Maruti Ertiga,2013,4265mm,Petrol,1695mm,Grey,Maruti,Comprehensive,Manual,1373
4134,Sedan,1,5.0,Delhi,60000,1300000.0,Hyundai Verna,2022,4440mm,Diesel,1729,Others,Hyundai,Third Party insurance,Manual,1493
4135,Hatchback,1,5.0,Delhi,33100,639000.0,Maruti Swift,2018,3845mm,Petrol,1735,White,Maruti,Third Party insurance,Automatic,1197
4136,Sedan,2,5.0,Delhi,80000,130000.0,Maruti SX4,2009,4490mm,Petrol,1735mm,Others,Maruti,Third Party insurance,Manual,1586
4137,Hatchback,1,5.0,Delhi,57929,331000.0,Maruti Alto K10,2019,3530mm,Petrol,1490,Red,Maruti,Zero Dep,Manual,998
4138,Hatchback,1,5.0,Delhi,8500,790000.0,Hyundai i20,2022,3995mm,Petrol,1775mm,Blue,Hyundai,Comprehensive,Manual,1197
4139,Sedan,1,5.0,Delhi,60000,376000.0,Honda City,2011,4420mm,Petrol,1695mm,Others,Honda,Third Party insurance,Manual,1497
4140,Sedan,1,5.0,Delhi,40000,2650000.0,Mercedes-Benz CLA,2018,4630mm,Diesel,1777 mm,Others,Mercedes-Benz,Third Party insurance,Automatic,2143
4141,Hatchback,2,5.0,Delhi,120000,310000.0,Maruti Swift,2013,3850mm,Petrol,1695mm,Others,Maruti,Third Party insurance,Manual,1197
4142,Sedan,1,5.0,Delhi,40000,2650000.0,Mercedes-Benz CLA,2018,4630mm,Diesel,1777 mm,Others,Mercedes-Benz,Third Party insurance,Automatic,2143
4143,SUV,1,5.0,Delhi,76000,570000.0,Mitsubishi Outlander,2011,4665 mm,Petrol,1800 mm,Purple,Mitsubishi,Comprehensive,Automatic,2360
4144,MUV,1,7.0,Delhi,35000,1065000.0,Maruti Ertiga,2021,4395 mm,Cng,1735 mm,Blue,Maruti,Comprehensive,Manual,1462
4145,Sedan,1,5.0,Delhi,19681,570000.0,Honda City,2015,4440mm,Petrol,1695mm,Dark Red,Honda,Third Party insurance,Manual,1497
4146,Sedan,2,5.0,Delhi,68866,150000.0,Ford Fiesta Classic,2012,4282mm,Petrol,1686mm,Red,Ford,Third Party insurance,Manual,1596
4147,SUV,2,5.0,Delhi,100000,690000.0,Maruti Vitara Brezza,2018,3995mm,Diesel,1790mm,Others,Maruti,Third Party insurance,Manual,1248
4148,Sedan,2,5.0,Delhi,70000,550000.0,Maruti Ciaz,2016,4490mm,Petrol,1730mm,Others,Maruti,Third Party insurance,Automatic,1373
4149,Hatchback,1,5.0,Delhi,53338,419000.00000000006,Maruti Celerio,2016,3695mm,Petrol,1655,Silver,Maruti,Comprehensive,Automatic,998
4150,Sedan,1,5.0,Delhi,41558,505999.99999999994,Honda Amaze,2017,3990mm,Petrol,1680mm,Grey,Honda,Third Party,Manual,1198
4151,Hatchback,2,5.0,Delhi,10000,130000.0,Maruti Alto,2011,3495mm,Petrol,1475mm,Others,Maruti,Third Party insurance,Manual,796
4152,Hatchback,2,5.0,Delhi,25403,528000.0,Maruti Baleno,2017,3995mm,Petrol,1745mm,Blue,Maruti,Comprehensive,Manual,1197
4153,Sedan,1,5.0,Delhi,52800,608000.0,Honda City,2014,4440mm,Petrol,1695mm,Black,Honda,Third Party,Manual,1497
4154,MUV,1,7.0,Delhi,60000,1750000.0,Toyota Innova Crysta,2019,4735mm,Diesel,1830mm,White,Toyota,Third Party insurance,Manual,2393
4155,Hatchback,1,5.0,Delhi,92543,300000.0,Maruti Swift,2012,3840mm,Petrol,1735mm,Silver,Maruti,Comprehensive,Manual,1197
4156,Sedan,1,5.0,Delhi,28000,1500000.0,Audi A6,2015,4915mm,Diesel,2086mm,White,Audi,Comprehensive,Automatic,1968
4157,Hatchback,2,5.0,Delhi,95525,178000.0,Hyundai i10,2011,3585mm,Petrol,1595mm,Silver,Hyundai,Comprehensive,Manual,1197
4158,SUV,1,5.0,Delhi,3200,1325000.0,Kia Seltos,2020,4315mm,Diesel,1800mm,Grey,Kia,Comprehensive,Manual,1493
4159,MUV,1,7.0,Delhi,9000,2600000.0,Toyota Innova Crysta,2022,4735mm,Petrol,1830mm,White,Toyota,Comprehensive,Automatic,2694
4160,SUV,1,5.0,Delhi,31000,3100000.0,Jeep Compass,2022,4405mm,Diesel,1818mm,White,Jeep,Comprehensive,Automatic,1956
4161,SUV,1,5.0,Delhi,23000,944999.9999999999,Maruti Brezza,2022,3995,Petrol,1790,Silver,Maruti,Comprehensive,Manual,1462
4162,Hatchback,1,5.0,Delhi,2700,700000.0,Maruti Swift,2023,3845mm,Petrol,1735,White,Maruti,Comprehensive,Manual,1197
4163,Hatchback,1,5.0,Delhi,30000,399000.0,Hyundai Grand i10,2015,3765mm,Petrol,1660mm,White,Hyundai,Comprehensive,Manual,1197
4164,SUV,2,5.0,Delhi,130000,556000.0,Ford Ecosport,2017,3998mm,Petrol,1765mm,Black,Ford,Third Party insurance,Automatic,1497
4165,SUV,1,7.0,Delhi,60000,894999.9999999999,Mahindra XUV500,2016,4585mm,Diesel,1890mm,Others,Mahindra,Third Party insurance,Manual,1997
4166,Hatchback,2,5.0,Delhi,12400,89999.0,Chevrolet Spark,2009,3495mm,Petrol,1495mm,Grey,Chevrolet,Comprehensive,Manual,995
4167,Hatchback,2,5.0,Delhi,79000,333000.0,Volkswagen Polo,2014,3971mm,Diesel,1682mm,Orange,Volkswagen,Third Party,Manual,1498
4168,Sedan,3,5.0,Delhi,32000,1400000.0,Honda Civic,2020,4656 mm,Petrol,1799 mm,Silver,Honda,Comprehensive,Automatic,1799
4169,Hatchback,1,5.0,Delhi,39368,324000.0,Volkswagen Polo,2011,3970mm,Petrol,1682mm,Blue,Volkswagen,Comprehensive,Manual,1198
4170,Hatchback,1,5.0,Delhi,49597,359000.0,Hyundai i20,2013,3995mm,Petrol,1710mm,Silver,Hyundai,Comprehensive,Manual,1197
4171,Sedan,2,5.0,Delhi,70000,950000.0,Mercedes-Benz E-Class,2011,4868mm,Petrol,1854mm,White,Mercedes-Benz,Comprehensive,Automatic,1796
4172,Hatchback,1,5.0,Delhi,34174,348000.0,Maruti Alto K10,2016,3545mm,Petrol,1515mm,Silver,Maruti,Comprehensive,Automatic,998
4173,Hatchback,1,5.0,Delhi,11171,532000.0,Maruti Ignis,2021,3700mm,Petrol,1690,Blue,Maruti,Zero Dep,Manual,1197
4174,SUV,1,7.0,Delhi,68000,1925000.0,Audi Q7,2014,5089mm,Diesel,2177mm,White,Audi,Third Party insurance,Automatic,2967
4175,Sedan,1,5.0,Delhi,62545,227999.99999999997,Honda City,2010,4420mm,Petrol,1695mm,Silver,Honda,Third Party,Manual,1497
4176,Hatchback,1,5.0,Delhi,94480,295000.0,Maruti Wagon R,2016,3655 mm,Petrol,1620 mm,Grey,Maruti,Comprehensive,Manual,998
4177,Hatchback,1,5.0,Delhi,19299,297000.0,Maruti Alto 800,2017,3445,Petrol,1515,Silver,Maruti,Comprehensive,Manual,796
4178,Sedan,1,5.0,Delhi,60000,350000.0,Honda City,2010,4420 mm,Petrol,1695 mm,Others,Honda,Third Party insurance,Manual,1497
4179,SUV,2,5.0,Delhi,34000,1000000.0,Hyundai Creta,2017,4270mm,Diesel,1780mm,White,Hyundai,Third Party insurance,Automatic,1582
4180,Hatchback,1,5.0,Delhi,30000,360000.0,Tata Tiago,2020,3765mm,Petrol,1677,Red,Tata,Third Party insurance,Manual,1199
4181,SUV,1,5.0,Delhi,55000,1850000.0,Audi Q5,2017,4629mm,Diesel,2089mm,White,Audi,Third Party insurance,Automatic,1968
4182,Sedan,1,5.0,Delhi,120000,580000.0,Maruti Swift Dzire,2020,3995mm,Petrol,1735mm,Others,Maruti,Third Party insurance,Automatic,1197
4183,SUV,2,5.0,Delhi,70000,650000.0,Ford Ecosport,2017,3999mm,Petrol,1765mm,White,Ford,Third Party insurance,Manual,1499
4184,SUV,2,5.0,Delhi,40000,1430000.0,MG Hector,2019,4655mm,Petrol,1835mm,Others,MG,Third Party insurance,Automatic,1451
4185,Sedan,2,5.0,Delhi,120000,415000.00000000006,Hyundai Verna,2014,4370mm,Diesel,1700mm,Others,Hyundai,Third Party insurance,Automatic,1582
4186,Hatchback,2,5.0,Delhi,70000,95000.0,Hyundai i10,2009,3585mm,Petrol,1595mm,Others,Hyundai,Third Party insurance,Manual,1197
4187,SUV,1,5.0,Delhi,1500,1250000.0,Maruti FRONX,2023,3995mm,Petrol,1765mm,White,Maruti,Comprehensive,Automatic,998
4188,SUV,1,5.0,Delhi,30000,1600000.0,MG Hector,2020,4655mm,Petrol,1835mm,Others,MG,Third Party insurance,Automatic,1451
4189,Sedan,1,5.0,Delhi,53464,661000.0,Honda City,2016,4440mm,Petrol,1695mm,White,Honda,Comprehensive,Automatic,1497
4190,Hatchback,2,5.0,Delhi,43216,398000.0,Hyundai Grand i10,2016,3765mm,Petrol,1660mm,Silver,Hyundai,Third Party insurance,Manual,1197
4191,SUV,1,7.0,Delhi,70000,350000.0,Tata Safari Storme,2014,4655mm,Diesel,1965mm,White,Tata,Third Party insurance,Manual,2179
4192,Hatchback,1,5.0,Delhi,16372,700000.0,Tata Tiago,2022,3765mm,Cng,1677,White,Tata,Third Party,Manual,1199
4193,Hatchback,1,5.0,Delhi,14515,457000.0,Hyundai Grand i10,2018,3765mm,Petrol,1660mm,Silver,Hyundai,Third Party,Manual,1197
4194,Sedan,1,5.0,Delhi,30000,1000000.0,Hyundai Verna,2019,4440mm,Petrol,1729mm,Others,Hyundai,Third Party insurance,Automatic,1591
4195,Hatchback,1,5.0,Delhi,85617,295000.0,Maruti Swift,2012,3850mm,Petrol,1695mm,Silver,Maruti,Third Party,Manual,1197
4196,SUV,1,6.0,Delhi,70000,3450000.0,MG Gloster,2021,4985mm,Diesel,1926mm,Others,MG,Third Party insurance,Automatic,1996
4197,Hatchback,1,5.0,Delhi,76605,196000.0,Maruti Wagon R,2010,3595mm,Petrol,1495mm,Blue,Maruti,Comprehensive,Manual,998
4198,SUV,2,5.0,Delhi,20000,925000.0,Kia Seltos,2021,4315mm,Petrol,1800mm,Gray,Kia,Third Party insurance,Manual,1497
4199,SUV,1,5.0,Delhi,10000,1100000.0,Kia Sonet,2022,3995mm,Petrol,1790,White,Kia,Third Party insurance,Manual,998
4200,Hatchback,1,5.0,Delhi,70000,110000.00000000001,Chevrolet Beat,2015,3640mm,Diesel,1595mm,Others,Chevrolet,Third Party insurance,Manual,936
4201,Hatchback,3,5.0,Delhi,80000,380000.0,Hyundai Grand i10,2017,3765mm,Diesel,1660mm,Others,Hyundai,Third Party insurance,Manual,1186
4202,SUV,1,4.0,Delhi,4900,1875000.0,Mahindra Thar,2023,3985mm,Diesel,1855mm,Grey,Mahindra,Third Party insurance,Automatic,2184
4203,Hatchback,1,5.0,Delhi,55000,434999.99999999994,Maruti Swift,2017,3840mm,Petrol,1735mm,Grey,Maruti,Comprehensive,Manual,1197
4204,SUV,2,5.0,Delhi,20000,925000.0,Kia Seltos,2021,4315mm,Petrol,1800mm,Gray,Kia,Third Party insurance,Manual,1497
4205,SUV,0,5.0,Delhi,35000,10300000.0,Land Rover Range Rover Sport,2018,4879mm,Diesel,2220mm,White,Land Rover,Third Party insurance,Automatic,2993
4206,Hatchback,2,4.0,Delhi,22000,2000000.0,Mini Cooper,2014,3714mm,Petrol,1683mm,White,Mini,Comprehensive,Automatic,1598
4208,Sedan,1,5.0,Delhi,26000,740000.0,Honda Amaze,2019,3995mm,Petrol,1695mm,Grey,Honda,Third Party insurance,Automatic,1199
4209,Hatchback,1,5.0,Delhi,21387,308000.0,Maruti Alto 800,2018,3445,Petrol,1515,Silver,Maruti,Third Party insurance,Manual,796
4210,Hatchback,1,5.0,Delhi,64568,509000.0,Maruti Swift,2018,3845mm,Petrol,1735,White,Maruti,Comprehensive,Manual,1197
4211,SUV,1,5.0,Delhi,25000,1725000.0,Volkswagen Taigun,2022,4221mm,Petrol,1760mm,Grey,Volkswagen,Zero Dep,Automatic,999
4212,Hatchback,1,5.0,Delhi,73568,305000.0,Maruti Swift,2012,3845mm,Petrol,1735,Black,Maruti,Comprehensive,Manual,1197
4213,Hatchback,1,5.0,Delhi,87755,349000.0,Maruti Swift,2014,3840mm,Petrol,1735mm,White,Maruti,Comprehensive,Manual,1197
4214,SUV,1,5.0,Delhi,34000,1920000.0,Jeep Compass,2021,4395mm,Diesel,1818mm,Silver,Jeep,Comprehensive,Automatic,1956
4215,Hatchback,1,5.0,Delhi,25319,901000.0,Hyundai i20 N Line,2021,3995mm,Petrol,1775mm,Silver,Hyundai,Zero Dep,Automatic,998
4216,SUV,1,4.0,Delhi,11000,1575000.0,Mahindra Thar,2022,3985mm,Petrol,1855mm,Grey,Mahindra,Third Party,Manual,1997
4217,Hatchback,1,5.0,Delhi,23051,651000.0,Maruti Ignis,2020,3700mm,Petrol,1690mm,Blue,Maruti,Comprehensive,Automatic,1197
4218,SUV,1,5.0,Delhi,4200,1900000.0,MG Hector,2021,4655mm,Petrol,1835mm,White,MG,Comprehensive,Automatic,1451
4219,Hatchback,3,5.0,Delhi,80000,300000.0,Maruti Swift,2012,3850mm,Petrol,1695mm,Others,Maruti,Third Party insurance,Manual,1197
4220,Hatchback,1,5.0,Delhi,20000,530000.0,Hyundai Santro,2021,3610 mm,Petrol,1645 mm,Others,Hyundai,Third Party insurance,Manual,1086
4221,MUV,1,8.0,Delhi,70123,1575000.0,Toyota Innova Crysta,2018,4735mm,Diesel,1830mm,Falsa Colour,Toyota,Comprehensive,Manual,2393
4222,Sedan,1,5.0,Delhi,71156,735000.0,Honda City,2016,4440mm,Petrol,1695mm,Cherry,Honda,Comprehensive,Automatic,1497
4223,Hatchback,1,5.0,Delhi,10000,701000.0,Hyundai Grand i10 Nios,2021,3805mm,Petrol,1680,Others,Hyundai,Third Party insurance,Automatic,1197
4224,MUV,1,7.0,Delhi,80000,550000.0,Maruti Ertiga,2015,4265mm,Diesel,1695mm,Others,Maruti,Third Party insurance,Manual,1248
4226,Sedan,1,5.0,Delhi,30000,120000.0,Fiat Linea,2009,4560mm,Petrol,1730mm,Black,Fiat,Third Party insurance,Manual,1368
4227,Hatchback,1,5.0,Delhi,36000,490000.00000000006,Honda Brio,2017,3610mm,Petrol,1680mm,Red,Honda,Third Party insurance,Automatic,1198
4228,Hatchback,3,5.0,Delhi,50000,204999.99999999997,Renault KWID,2017,3679mm,Petrol,1579mm,Gray,Renault,Third Party insurance,Manual,799
4229,SUV,1,5.0,Delhi,30211,1013000.0000000001,Mahindra XUV300,2022,3995 mm,Diesel,1821 mm,Black,Mahindra,Zero Dep,Manual,1497
4231,Sedan,1,5.0,Delhi,40000,615000.0,Honda Amaze,2019,3995mm,Petrol,1695mm,White,Honda,Third Party insurance,Manual,1199
